DATE,Brent ,Up/Down,Exchange Rate ,Up/Down,CHANGE,VIVA TGP,BP,CALTEX,MOBIL,RSG,Change,,,,,
6/02/2023,79.94,0,68.91,-0.29,0.29,185.33,183.89,188.79,163.3,164.68,,,,,,
7/02/2023,80.99,1.05,68.86,-0.05,1.1,184.17,182.22,187.06,161.77,163.63,-1.05,,,,,
8/02/2023,83.84,2.85,69.52,0.66,2.19,182.5,180.87,185.78,160.6,162.11,-1.52,,,,,
9/02/2023,85.05,1.21,69.24,-0.28,1.49,181.26,179.78,184.88,159.26,160.98,-1.13,,,,,
10/02/2023,84.1,-0.95,69.34,0.1,-1.05,180.4,178.44,183.47,158.85,160.2,-0.78,,,,,
11/02/2023,86.44,2.34,69.15,-0.19,2.53,178.98,178.66,183.74,158.86,158.91,1.29,,,,,
12/02/2023,86.39,-0.05,69.1,-0.05,0,178.98,178.66,183.74,158.86,158.91,,,,,,
13/02/2023,86.39,0,69.2,0.1,-0.1,178.98,178.66,183.74,158.86,158.91,,,,,,
14/02/2023,85.99,-0.4,69.67,0.47,-0.87,179.27,178.41,183.48,157.79,159.17,0.26,,,,,
15/02/2023,85.63,-0.36,69.89,0.22,-0.58,178.99,178.74,182.68,157.82,158.92,-0.25,,,,,
16/02/2023,85.17,-0.46,69.04,-0.85,0.41,179.18,179.51,184.36,158.01,159.09,0.17,,,,,
17/02/2023,84.66,-0.51,68.77,-0.27,-0.24,179.83,179.64,184.34,158.37,159.68,0.59,,,,,
18/02/2023,83.27,-1.39,68.84,0.07,-1.46,179.86,179.37,184.06,158.65,159.65,-0.03,,,,,
19/02/2023,83,-0.27,68.64,-0.2,-0.07,179.86,179.37,184.06,158.65,159.65,,,,,,
20/02/2023,83,0,68.71,0.07,-0.07,179.86,179.37,184.06,158.65,159.65,,,,,,
21/02/2023,83.91,0.91,69.13,0.42,0.49,179.49,178.92,183.57,158.03,159.37,-0.28,,,,,
22/02/2023,82.87,-1.04,68.55,-0.58,-0.56,178.99,178.31,183.06,157.31,158.92,-0.45,,,,,
23/02/2023,80.54,-2.27,68.05,-0.5,-1.77,178.46,177.3,181.96,156.46,158.44,-0.48,,,,,
24/02/2023,82.45,1.91,68.13,0.08,1.83,177.39,176.7,181.43,156.3,157.46,-0.98,,,,,
25/02/2023,83.28,0.83,67.27,-0.86,1.69,176.89,175.84,180.56,155.61,157.01,-0.45,,,,,
26/02/2023,83.16,-0.12,67.31,0.04,0.16,176.89,175.84,180.56,155.61,157.01,,,,,,
27/02/2023,83.16,0,67.33,0.02,-0.02,176.89,175.84,180.56,155.61,157.01,,,,,,
28/02/2023,82.02,-1.14,67.42,0.09,-1.23,176.03,176.15,180.98,155.28,156.23,-0.74,,,,,
1/03/2023,83.89,1.87,67.32,-0.1,1.97,176.41,177.2,181.9,155.41,156.57,0.34,,,,,
2/03/2023,84.41,0.52,67.53,0.21,0.31,177.34,177.98,182.72,155.94,157.42,0.91,,,,,
3/03/2023,84.48,0.07,67.32,-0.21,0.28,178.13,178.61,183.5,156.7,158.14,0.72,,,,,
4/03/2023,85.92,1.44,67.7,0.38,1.06,178.89,179.81,184.63,157.56,158.83,0.69,,,,,
5/03/2023,85.83,-0.09,67.61,-0.09,0,178.89,179.81,184.63,157.56,158.83,,,,,,
6/03/2023,85.83,0,67.46,-0.15,0.15,178.89,179.81,184.63,157.56,158.83,,,,,,
7/03/2023,86.29,0.46,67.25,-0.21,0.67,179.98,180.63,185.52,158.21,159.82,0.99,,,,,
8/03/2023,83.17,-3.12,65.91,-1.34,-1.78,180.83,180.99,185.96,159.16,160.59,0.77,,,,,
9/03/2023,82.48,-0.69,65.89,-0.02,-0.67,181.24,181.68,186.64,159.79,160.96,0.37,,,,,
10/03/2023,81.96,-0.52,65.94,0.05,-0.57,181.89,181.74,186.67,159.93,161.55,0.59,,,,,
11/03/2023,82.78,0.82,65.76,-0.18,1,181.9,181.33,186.39,159.9,161.56,0.01,,,,,
12/03/2023,82.78,0,65.81,0.05,-0.05,181.9,181.33,186.39,159.9,161.56,,,,,,
13/03/2023,82.78,0,66,0.19,-0.19,181.9,181.33,186.39,159.9,161.56,,,,,,
14/03/2023,80.39,-2.39,66.67,0.67,-3.06,181.59,180,185.07,159.11,161.28,-0.28,,,,,
15/03/2023,77.41,-2.98,66.85,0.18,-3.16,180.24,179.18,184.41,158.9,160.05,,,,,,
16/03/2023,74.59,-2.82,66.18,-0.67,-2.15,179.53,177.74,183,157.97,159.41,-0.64,,,,,
17/03/2023,74.7,0.11,66.45,0.27,-0.16,178.13,176.47,181.74,156.93,158.14,-1.27,,,,,
18/03/2023,72.51,-2.19,66.98,0.53,-2.72,176.86,174.56,179.84,155.22,156.98,-1.16,,,,,
19/03/2023,72.97,0.46,67.15,0.17,0.29,176.86,174.56,179.84,155.22,156.98,,,,,,
20/03/2023,72.97,0,67.09,-0.06,0.06,176.86,174.56,179.84,155.22,156.98,,,,,,
21/03/2023,73.75,0.78,67.18,0.09,0.69,174.94,174.01,179.44,154.07,155.24,-1.74,,,,,
22/03/2023,75.22,1.47,66.7,-0.48,1.95,174.55,171.79,177.02,152.45,154.88,-0.36,,,,,
23/03/2023,75.95,0.73,66.83,0.13,0.6,172.12,170.89,176.05,151.79,152.67,-2.21,,,,,
24/03/2023,75.3,-0.65,66.84,0.01,-0.66,171.17,170.36,175.54,150.83,151.81,-0.86,,,,,
25/03/2023,74.91,-0.39,66.48,-0.36,-0.03,170.7,171.23,176.49,150.66,151.38,-0.43,,,,,
26/03/2023,74.99,0.08,66.49,0.01,0.07,170.7,171.23,176.49,150.66,151.38,,,,,,
27/03/2023,74.99,0,66.54,0.05,-0.05,170.7,171.23,176.49,150.66,151.38,,,,,,
28/03/2023,78.05,3.06,66.47,-0.07,3.13,171.67,171.43,176.49,150.43,152.26,0.88,,,,,
29/03/2023,78.71,0.66,67.07,0.6,0.06,171.69,172.43,177.53,150.81,152.28,0.02,,,,,
30/03/2023,78.41,-0.3,66.8,-0.27,-0.03,172.78,173.33,178.63,151.41,153.27,0.99,,,,,
31/03/2023,79.22,0.71,67.11,0.31,0.4,173.89,173.78,178.97,152.37,154.28,1.01,,,,,
1/04/2023,79.77,0.55,66.85,-0.26,0.81,174.24,173.76,178.76,152.77,154.6,0.32,,,,,
2/04/2023,79.92,0.15,66.88,0.03,0.12,174.24,173.76,178.76,152.77,154.6,,,,,,
3/04/2023,79.89,-0.03,66.82,-0.06,-0.03,174.24,173.76,178.76,152.77,154.6,,,,,,
4/04/2023,84.79,4.9,67.81,-1.01,5.91,174.05,173.65,178.64,152.88,154.43,-0.17,,,,,
5/04/2023,85.33,0.54,67.53,-0.18,0.72,173.94,174.97,179.98,153.53,154.33,-0.1,,,,,
6/04/2023,84.75,-0.58,67.19,-0.34,-0.24,175.29,175.26,180.06,153.99,155.55,1.22,,,,,
7/04/2023,84.88,0.13,66.72,-0.47,0.6,175.37,175.57,180.29,154.39,155.63,0.08,,,,,
8/04/2023,85.12,0.24,66.59,-0.13,0.37,175.37,175.57,180.29,154.39,155.83,0.2,,,,,
9/04/2023,85.12,0,66.72,0.13,-0.13,175.37,175.57,180.29,154.39,155.83,,,,,,
10/04/2023,85.12,0,66.61,-0.11,0.11,175.37,175.57,180.29,154.39,155.83,,,,,,
11/04/2023,84.37,-0.75,66.41,-0.2,-0.55,176.41,175.57,180.29,154.39,156.57,0.74,,,,,
12/04/2023,85.64,1.17,66.53,0.12,1.05,177.38,176.64,181.42,154.83,157.45,0.88,,,,,
13/04/2023,87.22,1.58,66.95,0.42,1.16,176.91,176.29,181.17,155.2,157.03,-0.42,,,,,
14/04/2023,86.23,-0.99,67.83,0.88,-1.87,176.72,176.09,181.05,155.44,156.85,-0.18,,,,,
15/04/2023,86.49,0.26,66.84,-0.99,1.25,176.64,175.64,180.71,155.18,156.78,-0.07,,,,,
16/04/2023,86.31,-0.18,67.4,0.56,-0.74,176.64,175.64,180.71,155.18,156.78,,,,,,
17/04/2023,86.31,0,67.07,-0.33,0.33,176.64,175.64,180.71,155.18,156.78,,,,,,
18/04/2023,84.76,-1.55,67.01,-0.06,-1.49,176.36,175.11,180.2,154.49,156.53,-0.25,,,,,
19/04/2023,84.8,0.04,67.26,0.25,-0.21,175.56,174.53,179.55,155.12,155.8,-0.73,,,,,
20/04/2023,82.99,-1.81,67.15,-0.11,-1.7,174.9,173.97,178.99,153.79,155.2,-0.6,,,,,
21/04/2023,80.65,-2.34,66.91,-0.24,-2.1,174.35,173.25,178.18,153.1,154.7,-0.5,,,,,
22/04/2023,81.72,1.07,66.93,0.02,1.05,173.54,171.91,176.86,152.3,153.96,-0.74,,,,,
23/04/2023,81.66,-0.06,66.96,0.03,-0.09,173.54,171.91,176.86,152.3,153.96,,,,,,
24/04/2023,81.52,-0.14,66.94,-0.02,-0.12,173.54,171.91,176.86,152.3,153.96,,,,,,
25/04/2023,82.73,1.21,66.98,0.04,1.17,172.31,170.81,175.68,151.38,152.75,-1.21,,,,,
26/04/2023,80.84,-1.89,66.27,-0.71,-1.18,171.05,170.81,175.68,151.38,151.7,-1.05,,,,,
27/04/2023,77.69,-3.15,66.05,-0.22,-2.93,170.16,169.87,174.52,150.21,150.89,-0.81,,,,,
28/04/2023,78.28,0.59,66.27,0.22,0.37,169.76,169.68,174.18,149.7,150.53,-0.36,,,,,
29/04/2023,79.54,1.26,66.16,-0.11,1.15,169.42,169.04,173.52,148.82,150.22,-0.31,,,,,
30/04/2023,80.33,0.79,66.19,0.03,0.76,169.42,169.04,173.52,148.82,150.22,,,,,,
1/05/2023,80.15,-0.18,66.1,0,-0.18,169.42,169.04,173.52,148.82,150.22,,,,,,
2/05/2023,79.31,-0.84,66.24,0.14,-0.98,168.73,168.51,172.95,148.04,149.59,-0.63,,,,,
3/05/2023,75.28,-4.03,66.63,0.39,-4.42,168.14,168.3,172.85,148.24,149.05,-0.54,,,,,
4/05/2023,72.18,-3.1,66.66,0.03,-3.13,167.34,166.08,171.16,147.81,148.33,-0.72,,,,,
5/05/2023,72.5,0.32,67,0.34,-0.02,166.18,163.19,168.35,146.86,147.27,-1.06,,,,,
6/05/2023,75.41,2.91,67.45,0.45,2.46,163.9,161.33,166.57,145.02,145.2,-2.07,,,,,
7/05/2023,75.3,-0.11,67.52,0.07,-0.18,163.9,161.33,166.57,145.02,145.2,,,,,,
8/05/2023,75.3,0,67.51,-0.01,0.01,163.9,161.33,166.57,145.02,145.2,,,,,,
9/05/2023,76.64,1.34,67.81,0.3,1.04,162.46,160.46,165.33,143.31,143.89,-1.31,,,,,
10/05/2023,73.52,-3.12,67.62,-0.19,-2.93,161.44,160.62,165.49,142.25,142.96,-0.93,,,,,
11/05/2023,76.55,3.03,67.77,0.15,2.88,160.78,160.15,164.74,141.65,142.36,-0.6,,,,,
12/05/2023,75.47,-1.08,67.77,0,-1.08,160.05,160.92,165.54,141.24,141.7,-0.66,,,,,
13/05/2023,74.17,-1.3,66.28,-1.49,0.19,160.83,161.37,166.36,140.92,142.41,0.71,,,,,
14/05/2023,74.17,0,66.68,0.4,-0.4,160.83,161.37,166.36,140.92,142.41,,,,,,
15/05/2023,74.17,0,66.43,-0.25,0.25,160.83,161.37,166.36,140.92,142.41,,,,,,
16/05/2023,75.58,1.41,67.02,0.59,0.82,161.68,161.87,166.73,141.42,143.18,0.77,,,,,
17/05/2023,74.78,-0.8,66.57,-0.45,-0.35,162.04,161.77,166.64,141.76,143.51,0.33,,,,,
18/05/2023,76.75,1.97,66.61,0.04,1.93,161.95,162.23,167.04,142.25,143.43,-0.08,,,,,
19/05/2023,75.97,-0.78,66.22,-0.39,-0.39,162.34,162.58,167.32,142.45,143.78,0.35,,,,,
20/05/2023,75.76,-0.21,66.5,0.28,-0.49,162.64,163.09,167.84,143.02,144.05,0.27,,,,,
21/05/2023,75.58,-0.18,66.49,-0.01,-0.17,162.64,163.09,167.84,143.02,144.05,,,,,,
22/05/2023,75.58,0,66.49,0,0,162.64,163.09,167.84,143.02,144.05,,,,,,
23/05/2023,75.97,0.39,66.53,0.04,-0.35,163.14,164.05,168.83,143.57,144.51,0.46,,,,,
24/05/2023,77.74,1.77,66.1,-0.43,2.2,164.13,164.62,169.22,143.64,145.41,0.9,,,,,
25/05/2023,77.7,-0.04,65.44,-0.66,0.62,164.54,164.68,169.36,143.97,145.78,0.37,,,,,
26/05/2023,76.25,-1.45,65.06,-0.38,-1.07,164.68,165.09,169.78,144.49,145.91,0.13,,,,,
27/05/2023,77.12,0.87,65.19,0.13,0.74,165.1,165.42,170.08,145,146.29,0.38,,,,,
28/05/2023,76.95,-0.17,65.18,-0.01,-0.16,165.1,165.42,170.08,145,146.29,,,,,,
29/05/2023,76.95,0,65.29,0.11,-0.11,165.1,165.42,170.08,145,146.29,,,,,,
30/05/2023,77.07,0.12,65.43,0.14,-0.02,165.41,165.34,172.22,145.38,146.57,0.28,,,,,
31/05/2023,73.54,-3.53,65.19,-0.24,-3.29,165.37,165.85,170.7,145.28,146.54,0.03,,,,,
1/06/2023,72.66,-0.88,65.01,-0.18,-0.7,165.98,166.19,170.97,145.24,147.09,0.55,,,,,
2/06/2023,74.27,1.61,65.72,0.71,0.9,166.24,165.58,170.36,145.04,147.33,0.24,,,,,
3/06/2023,76.46,2.19,66.12,0.4,1.79,165.61,164.58,169.45,144.87,146.75,-0.58,,,,,
4/06/2023,76.13,-0.33,66.15,0.03,-0.36,165.61,164.58,169.45,144.87,146.75,,,,,,
5/06/2023,76.13,0,66.1,-0.05,0.05,165.61,164.58,169.45,144.87,146.75,,,,,,
6/06/2023,76.5,0.37,66.21,0.11,0.26,164.67,163.93,168.86,145.05,145.9,-0.85,,,,,
7/06/2023,76.16,-0.34,66.68,0.47,-0.81,163.69,164.03,168.94,145.26,145.01,-0.89,,,,,
8/06/2023,76.76,0.6,66.53,-0.15,0.75,163.69,163.39,168.53,144.69,145.01,0,,,,,
9/06/2023,75.96,-0.8,67.15,0.62,-1.42,163.33,163.78,169.01,144.39,144.68,-0.33,,,,,
10/06/2023,75,-0.96,67.38,0.23,-1.19,163.56,164.66,169.9,144.24,144.89,0.21,,,,,
11/06/2023,74.79,-0.21,67.38,0,-0.21,163.56,164.66,169.9,144.24,144.89,,,,,,
12/06/2023,74.79,0,67.41,0.03,-0.03,163.56,164.66,169.9,144.24,144.89,,,,,,
13/06/2023,72.1,-2.69,67.41,0,-2.69,164.16,164.51,169.9,144.07,145.44,0.55,,,,,
14/06/2023,74.05,1.95,67.67,0.26,1.69,164.79,163.63,168.52,143.84,146.01,0.57,,,,,
15/06/2023,73.2,-0.85,67.99,0.32,-1.17,163.67,163.18,168.03,143.77,144.99,-1.02,,,,,
16/06/2023,75.59,2.39,68.84,0.85,1.54,163.19,163.07,167.99,143.55,144.55,-0.44,,,,,
17/06/2023,76.3,0.71,68.75,-0.09,0.8,163.14,162.01,167.13,143.04,144.51,-0.04,,,,,
18/06/2023,76.61,0.31,68.71,-0.04,0.35,163.14,162.01,167.13,143.04,144.51,,,,,,
19/06/2023,76.61,0,68.73,0.02,-0.02,163.14,162.01,167.13,143.04,144.51,,,,,,
20/06/2023,76.09,-0.52,68.48,-0.25,-0.27,162.26,161.78,167.08,143.11,143.71,-0.8,,,,,
21/06/2023,75.42,-0.67,67.87,-0.61,-0.06,162.2,162.84,167.94,143.07,143.65,-0.06,,,,,
22/06/2023,76.87,1.45,67.82,-0.05,1.5,163.03,163.66,168.6,143.07,144.41,0.76,,,,,
23/06/2023,74.12,-2.75,67.54,-0.28,-2.47,163.68,163.78,168.71,143.45,145,0.59,,,,,
24/06/2023,74.34,0.22,66.73,-0.81,1.03,163.79,163.83,169.67,144.13,145.1,0.1,,,,,
25/06/2023,73.85,-0.49,66.78,0.05,-0.54,163.79,163.83,169.67,144.13,145.1,,,,,,
26/06/2023,73.85,0,66.81,0.03,-0.03,163.79,163.83,169.67,144.13,145.1,,,,,,
27/06/2023,74.32,0.47,66.77,-0.04,0.51,164.77,164.74,169.26,143.9,145.99,0.89,,,,,
28/06/2023,72.5,-1.82,66.87,0.1,-1.92,164.34,164.37,168.91,144.22,145.6,-0.39,,,,,
29/06/2023,73.57,1.07,66.02,-0.85,1.92,164,164.32,169.14,144.38,145.29,-0.31,,,,,
30/06/2023,74.34,0.77,66.17,0.15,0.62,164.21,164.27,169.01,144.12,145.48,0.19,,,,,
1/07/2023,74.9,0.56,66.61,0.44,0.12,164.27,162.97,166.8,145.32,145.54,0.06,,,,,
2/07/2023,74.9,0,66.65,0.04,-0.04,164.27,162.97,166.8,145.32,145.54,,,,,,
3/07/2023,74.9,0,66.63,-0.02,0.02,164.27,162.97,166.8,145.32,145.54,,,,,,
4/07/2023,74.96,0.06,66.71,0.08,-0.02,163.99,162.28,167.56,145.37,145.28,-0.26,,,,,
5/07/2023,76.25,1.29,66.93,0.22,1.07,164.67,162.64,169.72,145.42,145.9,0.62,,,,,
6/07/2023,76.55,0.3,66.56,-0.37,0.67,164.81,163.52,169.32,145.03,146.03,0.13,,,,,
7/07/2023,76.52,-0.03,66.24,-0.32,0.29,164.49,164.37,169.72,145.24,145.74,-0.29,,,,,
8/07/2023,78.47,1.95,66.76,0.52,1.43,164.8,164.25,170.13,145.75,146.02,0.28,,,,,
9/07/2023,78.47,0,66.66,-0.1,0.1,164.8,164.25,170.13,145.75,146.02,,,,,,
10/07/2023,78.47,0,66.86,0.2,-0.2,164.8,164.25,170.13,145.75,146.02,,,,,,
11/07/2023,78.75,0.28,66.78,-0.08,0.36,165.39,164.92,170.78,146.19,146.55,0.53,,,,,
12/07/2023,79.35,0.6,66.84,0.06,0.54,166.03,165.5,171.8,146.8,147.14,0.59,,,,,
13/07/2023,80.29,0.94,67.91,-1.07,2.01,167.35,166.18,173.13,147.38,148.34,1.2,,,,,
14/07/2023,81.55,1.26,68.88,0.97,0.29,168.67,167.53,174.54,148.36,149.54,1.2,,,,,
15/07/2023,79.66,-1.89,68.39,-0.49,-1.4,170.08,168.94,175.41,149.38,150.82,1.28,,,,,
16/07/2023,79.87,0.21,68.29,-0.1,0.31,170.08,168.94,175.41,149.38,150.82,,,,,,
17/07/2023,79.87,0,68.38,0.09,-0.09,170.08,168.94,175.41,149.38,150.82,,,,,,
18/07/2023,78.47,-1.4,68.19,-0.19,-1.21,170.98,169.32,175.66,150.03,151.64,0.82,,,,,
19/07/2023,79.84,1.37,68.13,-0.06,1.43,171.25,169.27,175.62,150.22,151.88,0.24,,,,,
20/07/2023,79.55,-0.29,67.7,-0.43,0.14,171.24,169.2,175.55,150.35,151.87,-0.01,,,,,
21/07/2023,79.72,0.17,67.8,0.1,0.07,171.18,169.31,175.53,150.69,151.82,-0.05,,,,,
22/07/2023,80.71,0.99,67.29,-0.51,1.5,171.18,169.69,176.03,151.27,151.82,0,,,,,
23/07/2023,81.07,0.36,67.41,0.12,0.24,171.18,169.69,176.03,151.27,151.82,,,,,,
24/07/2023,80.74,-0.33,67.31,-0.1,-0.23,171.18,169.69,176.03,151.27,151.82,,,,,,
25/07/2023,82.89,2.15,67.38,0.07,2.08,171.7,170.88,177.21,151.83,152.29,0.47,,,,,
26/07/2023,83.64,0.75,67.91,0.53,0.22,172.89,172.75,179.17,152.83,153.37,1.08,,,,,
27/07/2023,82.92,-0.72,67.59,-0.32,-0.4,174.88,174.73,181.25,154.21,155.18,1.81,,,,,
28/07/2023,83.86,0.96,67.06,-0.53,1.49,176.96,176.36,182.86,155.62,157.07,1.89,,,,,
29/07/2023,84.9,1.04,66.45,-0.61,1.65,178.54,178.19,184.61,157.41,158.51,1.44,,,,,
30/07/2023,84.99,0.09,66.51,0.06,0.03,178.54,178.19,184.61,157.41,158.51,,,,,,
31/07/2023,84.9,-0.09,66.54,0.03,-0.12,178.54,178.19,184.61,157.41,158.51,,,,,,
1/08/2023,85.56,0.58,67.19,0.65,-0.07,181.26,181.31,187.75,160.32,160.98,2.47,,,,,
2/08/2023,85.85,0.29,66.18,-1.01,1.3,183.19,183.22,189.81,162.24,162.74,1.76,,,,,
3/08/2023,83.35,-2.5,65.43,-0.65,-1.85,185.26,185.2,189.91,164.22,164.62,1.88,,,,,
4/08/2023,85.2,1.85,65.51,0.08,1.78,187.41,188.26,194.95,166.29,166.57,1.95,,,,,
5/08/2023,86.06,0.86,65.81,0.3,0.56,190.42,190.53,197.1,168.05,169.31,2.74,,,,,
6/08/2023,86.24,0.18,65.78,-0.03,0.21,190.42,190.53,197.1,168.05,169.31,,,,,,
7/08/2023,86.24,0,65.73,-0.05,0.05,190.42,190.53,197.1,168.05,169.31,,,,,,
8/08/2023,85.87,-0.37,65.72,-0.01,-0.36,192.56,192.48,199.26,170.22,171.25,1.94,,,,,
9/08/2023,86.47,0.6,65.37,-0.35,0.95,194.72,193.87,200.07,171.56,173.22,1.97,,,,,
10/08/2023,87.4,0.93,65.28,-0.09,1.02,195.54,194,200.07,172.31,173.96,0.74,,,,,
11/08/2023,86.35,-1.05,65.17,-0.11,-0.94,195.51,194.2,199.95,172.64,173.94,0.02,,,,,
12/08/2023,86.81,0.46,65,-0.17,0.63,194.89,195.57,201.37,174.18,173.37,-0.57,,,,,
13/08/2023,86.81,0,65.05,0.05,-0.05,194.89,195.57,201.37,174.18,173.37,,,,,,
14/08/2023,86.81,0,64.98,-0.07,0.07,194.89,195.57,201.37,174.18,173.37,,,,,,
15/08/2023,86.3,-0.51,64.87,-0.11,-0.4,196.02,196.07,201.78,174.8,174.4,1.03,,,,,
16/08/2023,84.89,-1.41,64.55,-0.32,-1.09,196.41,196.93,202.71,174.92,174.75,0.35,,,,,
17/08/2023,83.22,-1.67,64.21,-0.34,-1.33,197.24,196.3,203.99,175.3,175.51,0.76,,,,,
18/08/2023,83.76,0.54,64.03,-0.18,0.72,198.32,197.53,203.45,175.16,176.49,0.98,,,,,
19/08/2023,84.83,1.07,63.82,-0.21,1.28,198.94,196.89,202.66,175.46,177.05,0.56,,,,,
20/08/2023,84.8,0.03,63.89,0.07,-0.04,198.94,196.89,202.66,175.46,177.05,,,,,,
21/08/2023,84.8,0,64.07,0.18,0.18,198.94,196.89,202.66,175.46,177.05,,,,,,
22/08/2023,84.5,-0.3,64.15,0.08,-0.38,198.13,196.93,202.67,176.32,176.32,-0.73,,,,,
23/08/2023,83.87,-0.63,64.23,0.08,-0.71,198.15,197.44,203.21,176.39,176.34,0.02,,,,,
24/08/2023,83.02,-0.85,64.81,0.58,-1.43,198.69,197.58,203.27,176.27,176.83,0.49,,,,,
25/08/2023,83.16,0.14,64.16,-0.65,0.79,199.01,198.1,203.9,176.31,177.11,0.28,,,,,
26/08/2023,84.66,1.5,64.04,-0.12,1.62,199.36,197.99,203.9,176.23,177.44,0.33,,,,,
27/08/2023,84.48,-0.18,64.06,0.02,-0.2,199.36,197.99,203.9,176.23,177.44,,,,,,
28/08/2023,84.48,0,64.07,0.01,-0.01,199.36,197.99,203.9,176.23,177.44,,,,,,
29/08/2023,84.35,-0.07,64.29,0.22,-0.29,199.38,198.21,204.14,176.83,177.45,0.01,,,,,
30/08/2023,85.49,1.04,64.8,0.51,0.53,199.58,198.63,204.69,177.78,177.64,0.19,,,,,
31/08/2023,85.95,0.46,64.78,-0.02,0.48,200.13,199.18,205.29,177.6,178.14,0.5,,,,,
1/09/2023,86.86,0.91,64.85,0.07,0.84,200.87,199.53,205.57,177.46,178.81,0.67,,,,,
2/09/2023,88.92,2.06,64.6,-0.25,2.31,201.15,199.54,205.61,177.24,179.06,0.25,,,,,
3/09/2023,88.55,-0.37,64.55,-0.05,-0.32,201.15,199.54,205.61,177.24,179.06,,,,,,
4/09/2023,88.55,0,64.5,-0.05,0.05,201.15,199.54,205.61,177.24,179.06,,,,,,
5/09/2023,89,0.45,64.63,0.13,-0.32,201.2,199.46,205.44,177.07,179.11,0.05,,,,,
6/09/2023,90.05,1.05,63.8,-0.83,1.88,200.48,198.45,,177.25,178.45,-0.66,,,,,
7/09/2023,90.6,0.65,63.84,0.04,0.69,199.66,198.82,204.46,177.57,177.71,-0.74,,,,,
8/09/2023,89.92,-0.68,63.77,-0.07,-0.61,199.67,199.84,205.59,178.18,177.72,0.01,,,,,
9/09/2023,90.43,0.51,63.81,0.04,0.47,200.71,200.83,207.29,178.25,178.66,0.94,,,,,
10/09/2023,90.65,0.22,63.95,0.14,0.08,200.71,200.83,207.29,178.25,178.66,,,,,,
11/09/2023,90.65,0,63.9,-0.05,0.05,200.71,200.83,207.29,178.25,178.66,,,,,,
12/09/2023,90.64,-0.01,64.32,0.44,-0.45,202.18,201.36,208.34,179.13,180,1.34,,,,,
13/09/2023,92,1.36,64.22,-0.1,1.46,204.09,202.76,209.82,180.05,181.74,1.74,,,,,
14/09/2023,92.2,0.2,64.23,0.01,0.19,205.57,203.97,211.27,181.8,183.08,1.34,,,,,
15/09/2023,94.13,1.93,64.38,0.15,1.78,207.02,204.72,211.8,182.79,184.4,1.32,,,,,
16/09/2023,94.27,0.14,64.3,-0.08,0.22,207.53,206.37,213,184.05,184.88,0.48,,,,,
17/09/2023,93.93,-0.34,64.33,0.03,-0.37,207.53,206.37,213,184.05,184.88,,,,,,
18/09/2023,93.93,0,64.43,0.1,-0.1,207.53,206.37,213,184.05,184.88,,,,,,
19/09/2023,94.64,0.71,64.36,-0.07,0.78,208.75,207.8,214.45,185.14,185.97,1.09,,,,,
20/09/2023,94.34,-0.3,64.57,0.21,-0.09,210.21,208.32,214.81,185.73,187.3,1.33,,,,,
21/09/2023,93.53,-0.81,64.46,-0.11,-0.7,210.57,207.94,214.39,185.66,187.63,0.33,,,,,
22/09/2023,93.2,-0.33,64.15,-0.31,-0.02,210.18,207.51,214.26,185.5,187.27,-0.36,,,,,
23/09/2023,93.61,0.41,64.41,0.26,0.15,209.76,207.2,213.43,185.49,186.89,-0.38,,,,,
24/09/2023,93.27,-0.34,64.38,-0.03,-0.31,209.76,207.2,213.43,185.49,186.89,,,,,,
25/09/2023,93.27,0,64.43,0.05,-0.05,209.76,207.2,213.43,185.49,186.89,,,,,,
26/09/2023,93.33,0.06,64.22,-0.21,0.27,209.23,207.67,212.73,185.79,186.41,-0.48,,,,,
27/09/2023,94,0.67,63.97,-0.25,0.92,208.51,207.14,212.64,185.56,185.75,-0.66,,,,,
28/09/2023,96.69,2.69,63.6,-0.37,3.06,208.4,206.18,212.22,184.33,185.65,-0.1,,,,,
29/09/2023,95.14,-1.55,64.27,0.67,-2.22,207.98,206.55,212.59,184.79,185.27,-0.38,,,,,
30/09/2023,95.31,0.17,64.28,0.01,0.16,208.34,207.07,213.39,184.95,185.6,0.33,,,,,
1/10/2023,95.31,0.17,64.36,0.08,0.09,208.34,207.07,213.39,184.95,185.6,,,,,,
2/10/2023,95.31,0,64.34,-0.02,-0.02,208.34,207.07,213.39,184.95,185.6,,,,,,
3/10/2023,90.5,-4.81,63.71,-0.63,-4.18,209.2,207.26,213.34,185.44,186.38,0.78,,,,,
4/10/2023,90.95,0.45,63.02,-0.69,1.14,209.13,207.26,213.67,185.82,186.32,-0.06,,,,,
5/10/2023,86.22,-4.73,63.29,0.27,-5,209.46,208.21,214.33,185.4,186.62,0.3,,,,,
6/10/2023,84.07,-2.15,63.73,0.44,-2.59,210.11,207.46,213.69,184.8,187.21,0.59,,,,,
7/10/2023,84.4,0.33,63.84,0.11,0.22,209.46,204.46,210.75,183.92,186.62,-0.59,,,,,
8/10/2023,84.58,0.18,63.81,-0.03,0.21,209.46,204.46,210.75,183.92,186.62,,,,,,
9/10/2023,84.58,0,63.83,0.02,-0.02,209.46,204.46,210.75,183.92,186.62,,,,,,
10/10/2023,88.11,3.53,63.83,0,3.53,206.5,202.34,207.29,181.96,183.93,-2.69,,,,,
