DATE,Brent ,Up/Down,Exchange Rate ,Up/Down,CHANGE,VIVA TGP,BP,CALTEX,MOBIL,RSG,Change,,,,,
1/01/2018,60.42,0,78,0,0,122.23,123.01,128.63,106.56,109.2,0.27,,,,,
2/01/2018,60.42,0,78.42,0.42,0.42,122.23,123.01,129.17,106.56,109.2,,,,,,
3/01/2018,60.37,0.05,78.42,0,0.05,122.72,123.85,129.5,107.33,109.64,0.44,,,,,
4/01/2018,61.63,1.26,78.61,0.19,1.07,123.49,124.1,129.5,107.56,110.34,0.7,,,,,
5/01/2018,62.01,0.38,78.41,0.2,0.58,123.61,123.97,129.75,107.56,110.45,0.11,,,,,
6/01/2018,61.44,0.57,78.61,0.2,0.77,123.42,124.28,129.62,107.78,110.28,0.17,,,,,
7/01/2018,61.44,0,78.62,0.01,0.01,123.42,124.28,129.62,107.78,110.28,,,,,,
8/01/2018,61.44,0,78.27,0.35,0.35,123.42,124.28,129.62,107.78,110.28,,,,,,
9/01/2018,61.73,0.29,78.22,0.05,0.34,123.65,124.34,129.93,107.92,110.49,0.21,,,,,
10/01/2018,62.96,1.23,78.33,0.11,1.12,123.67,124.34,129.99,107.84,110.51,0.02,,,,,
11/01/2018,63.57,0.61,78.66,0.33,0.28,123.6,124.42,129.99,107.89,110.44,0.07,,,,,
12/01/2018,63.8,0.23,79.1,0.44,0.21,123.67,124.7,130.06,108.02,110.51,0.07,,,,,
13/01/2018,64.3,0.5,79.1,0,0.5,123.98,124.68,130.35,108.13,110.79,0.28,,,,,
14/01/2018,64.3,0,79.1,0,0,123.98,124.68,130.35,108.13,110.79,,,,,,
15/01/2018,64.3,0,79.67,0.57,0.57,123.98,124.68,130.35,108.13,110.79,,,,,,
16/01/2018,64.3,0,79.63,0.04,0.04,124,124.74,130.33,108.26,110.81,0.02,,,,,
17/01/2018,63.73,0.57,79.69,0.06,0.63,124.06,124.85,130.39,108.27,110.86,0.05,,,,,
18/01/2018,63.97,0.24,79.75,0.06,0.18,124.28,125.01,130.5,108.31,111.06,0.2,,,,,
19/01/2018,63.95,0.02,80.37,0.62,0.64,124.41,124.9,130.66,108.39,111.18,0.12,,,,,
20/01/2018,63.37,0.58,79.88,0.49,0.09,124.29,124.83,130.55,108.42,111.07,0.11,,,,, 
21/01/2018,63.37,0,79.88,0,0,124.29,124.83,130.55,108.42,111.07,,,,,,
22/01/2018,63.37,0,79.88,0,0,124.29,124.83,130.55,108.42,111.07,,,,,,
23/01/2018,63.49,0.12,79.88,0,0.12,124.17,124.5,130.47,108.16,110.96,0.11,,,,,
24/01/2018,64.47,0.98,80.17,0.29,0.69,123.89,124.29,130.14,107.97,110.71,0.25,,,,,
25/01/2018,65.91,1.44,80.74,0.57,0.87,123.62,124.15,129.94,107.87,110.46,0.25,,,,,
26/01/2018,65.51,0.4,81.21,0.47,0.87,123.42,124.13,129.8,107.83,110.28,0.18,,,,,
27/01/2018,66.14,0.63,81.21,0,0.63,123.42,124.13,129.8,107.83,110.28,,,,,,
28/01/2018,66.14,0,79.99,1.22,1.22,123.42,124.13,129.8,107.83,110.28,,,,,,
29/01/2018,66.14,0,80.97,0.98,0.98,123.42,124.13,129.8,107.83,110.28,,,,,,
30/01/2018,65.56,0.58,80.85,0.12,0.46,123.64,124.73,129.92,107.83,110.48,0.2,,,,,
31/01/2018,64.5,1.06,80.88,0.03,1.09,123.98,124.97,130.38,108.13,110.79,0.31,,,,,
1/02/2018,64.73,0.23,80.21,0.67,0.9,124.28,124.89,130.61,108.18,111.06,0.27,,,,,
2/02/2018,65.8,1.07,79.36,0.85,2.02,124.23,124.87,130.53,108.13,111.02,0.04,,,,,
3/02/2018,65.45,0.35,79.27,0.09,0.26,123.96,124.72,130.28,108.16,110.77,0.25,,,,,
4/02/2018,65.45,0,79.27,0,0,123.96,124.72,130.28,108.16,110.77,,,,,,
5/02/2018,65.45,0,79.36,0.09,0.09,124.62,124.79,130.28,108.81,111.37,0.6,,,,,
6/02/2018,64.15,1.3,78.82,0.54,0.76,124.36,125.49,130.79,108.81,111.13,0.24,,,,,
7/02/2018,63.39,0.76,78.76,0.06,0.7,124.39,125.25,130.91,108.65,111.16,0.03,,,,,
8/02/2018,61.79,1.6,77.9,0.86,0.74,124.2,125.23,130.66,108.38,110.99,0.17,,,,,
9/02/2018,61.15,0.64,77.89,0.01,0.63,124.15,125.23,130.65,108.13,110.94,0.05,,,,,
10/02/2018,59.2,1.95,78.05,0.16,2.11,124.12,124.74,130.65,107.89,110.92,0.02,,,,,
11/02/2018,59.2,0,78.07,0.02,0.02,124.12,124.74,130.65,107.89,110.92,,,,,,
12/02/2018,59.2,0,78.22,0.15,0.15,124.12,124.74,130.65,107.89,110.92,,,,,,
13/02/2018,59.29,0.09,78.71,0.49,0.4,123.66,123.92,130.16,107.67,110.5,0.42,,,,,
14/02/2018,59.19,10,79.21,0.5,0.6,122.93,123.09,129.34,107.13,109.83,0.67,,,,,
15/02/2018,60.6,1.41,79.55,0.34,1.07,122.09,122.06,128.51,106.29,109.07,0.76,,,,,
16/02/2018,61.34,0.74,79.08,0.47,1.21,121.14,120.92,127.47,105.47,108.21,..86,,,,,
17/02/2018,61.68,0.34,79.12,0.04,0.3,120.09,120.41,126.35,104.92,107.25,0.96,,,,,
18/02/2018,61.68,0,79.07,0.05,0.05,120.09,120.41,126.35,104.92,107.25,,,,,,
19/02/2018,61.68,0,79.19,0.12,0.12,120.09,120.41,126.35,104.92,107.25,,,,,,
20/02/2018,61.68,0,79.17,0.02,0.02,119.6,119.75,125.83,104.88,106.81,0.49,,,,,
21/02/2018,61.9,0.22,78.11,1.06,1.28,119.13,119.87,125.17,104.39,106.38,0.43,,,,,
22/02/2018,61.68,0.22,78.43,0.32,0.54,119.17,120.28,125.29,104.14,106.42,0.04,,,,,
23/02/2018,62.77,1.09,78.44,0.01,1.08,119.48,120.92,125.7,104.01,106.7,0.28,,,,,
24/02/2018,63.55,0.78,78.41,0.03,0.81,119.92,121.32,126.34,104.21,107.1,0.4,,,,,
25/02/2018,63.55,0,78.34,0.07,0.07,119.92,121.32,126.34,104.21,107.1,,,,,,
26/02/2018,63.55,0,78.77,0.43,0.43,119.92,121.32,126.34,104.21,107.1,,,,,,
27/02/2018,63.91,0.36,78.42,35,0.71,120.29,121.8,126.73,104.61,107.43,0.33,,,,,
28/02/2018,63.01,0.9,78.42,0.42,0.48,120.82,122.38,127.22,105.37,107.92,0.49,,,,,
1/03/2018,61.64,,77.4,0.6,0.77,121.41,123.02,127.79,105.92,108.45,0.53,,,,,
2/03/2018,60.99,,77.52,0.12,0.77,122.01,123.52,128.43,106.26,109,0.55,,,,,
3/03/2018,61.25,,77.67,0.15,0.11,122.55,123.63,128.94,106.39,109.49,0.49,,,,,
4/03/2018,61.25,,77.67,0,0,122.55,123.63,128.94,106.39,109.49,,,,,,
5/03/2018,61.25,,77.47,0.2,0.2,122.55,123.63,128.94,106.39,109.49,,,,,,
6/03/2018,62.57,,77.66,0.19,1.13,122.6,123.3,129.04,106.42,109.53,0.04,,,,,
7/03/2018,62.6,,78.06,0.4,0.37,122.29,122.93,128.72,106.42,109.25,0.28,,,,,
8/03/2018,61.15,,77.9,0.16,1.29,121.87,122.43,128.35,106.3,108.87,0.38,,,,,
9/03/2018,60.12,,78.03,0.13,1.16,121.4,122.05,,106.01,108.44,0.43,,,,,
10/03/2018,62.04,,78.51,0.48,1.44,121.02,121.91,127.47,105.7,108.1,0.34,,,,,
11/03/2018,62.04,,78.52,0.01,0.01,121.02,121.91,127.47,105.7,108.1,,,,,,
12/03/2018,62.04,,78.7,0.18,0.18,121.02,121.91,127.47,105.7,108.1,,,,,,
13/03/2018,61.36,,78.55,0.15,0.55,121.02,121.99,127.33,105.44,108.1,,,,,,
14/03/2018,60.71,,78.81,0.26,0.91,121.07,122.03,127.42,105.46,108.14,0.04,,,,,
15/03/2018,60.96,,78,0.81,1.06,121.15,122.01,127.45,105.53,108.22,0.08,,,,,
16/03/2018,62.34,,77.14,0.86,2.24,121.11,122,127.43,105.22,108.18,0.04,,,,,
17/03/2018,62.34,,77.14,0,0,121.13,122.08,127.42,105.56,108.2,0.02,,,,,
18/03/2018,62.34,,77.12,0.02,0.02,121.13,122.08,127.42,105.56,108.2,,,,,,
19/03/2018,62.34,,77.18,0.06,0.06,121.13,122.08,127.42,105.56,108.2,,,,,,
20/03/2018,62.08,,76.79,0.39,0.13,121.19,122.33,127.49,105.71,108.25,0.05,,,,,
21/03/2018,63.4,,77.63,0.84,0.48,121.45,122.83,127.75,106.04,108.49,0.24,,,,,
22/03/2018,65.17,,77.55,0.08,1.85,121.88,123.61,128.24,106.49,108.88,0.39,,,,,
23/03/2018,64.3,,77.23,0.34,0.53,122.64,124.52,129.03,107.03,109.57,0.69,,,,,
24/03/2018,65.88,,76.97,0.26,1.84,123.56,125.54,129.95,107.74,110.41,0.84,,,,,
25/03/2018,65.88,,77.02,0.05,0.05,123.56,125.54,129.95,107.74,110.41,,,,,,
26/03/2018,65.88,,77.34,0.32,0.32,123.56,125.54,129.95,107.74,110.41,,,,,,
27/03/2018,65.55,,76.76,0.58,0.25,124.53,126.42,130.96,108.46,111.29,0.88,,,,,
28/03/2018,65.25,,76.6,0.16,0.14,125.43,127.07,131.84,109.25,112.11,0.82,,,,,
29/03/2018,64.38,,76.78,0.18,1.05,126.17,127.68,132.49,109.97,112.78,0.67,,,,,
30/03/2018,64.94,,76.68,0.1,0.66,126.78,128.14,133.1,110.53,113.33,0.55,,,,,
31/03/2018,64.94,,76.68,0,0,126.78,128.14,133.1,110.53,113.33,,,,,,
1/04/2018,64.94,0,76.68,0,0,126.78,128.14,133.1,110.53,113.33,,,,,,
2/04/2018,64.94,0,76.68,0,0,126.78,128.14,133.1,110.53,113.33,,,,,,
3/04/2018,63.01,1.93,76.82,0.14,2.07,126.78,128.14,133.1,110.53,113.33,,,,,,
4/04/2018,63.51,0.5,76.73,0.09,0.59,128.03,129.18,134.18,111.48,114.47,1.14,,,,,
5/04/2018,63.37,0.14,76.81,0.08,0.22,128.43,129.17,134.6,111.7,114.83,0.36,,,,,
6/04/2018,63.54,0.17,76.77,0.04,0.21,128.47,128.88,134.6,111.74,114.87,0.04,,,,,
7/04/2018,62.06,1.48,76.76,0.01,1.47,128.25,128.5,134.31,111.62,114.67,0.2,,,,,
8/04/2018,62.06,0,76.78,0.02,0.02,128.25,128.5,134.31,111.62,114.67,,,,,,
9/04/2018,62.06,0,76.66,0.12,0.12,128.25,128.5,134.31,111.62,114.67,,,,,,
10/04/2018,63.42,1.36,77.24,0.58,0.78,127.88,128.32,133.91,111.49,114.33,0.34,,,,,
11/04/2018,65.51,2.09,77.51,0.27,1.82,127.53,127.79,133.74,111.28,114.02,0.31,,,,,
12/04/2018,66.82,1.31,77.55,0.04,1.27,126.97,127.8,133.21,111.23,113.51,0.51,,,,,
13/04/2018,67.07,0.25,77.66,0.11,0.14,126.97,128.17,133.23,111.16,113.51,0,,,,,
14/04/2018,67.39,0.32,77.63,0.03,0.35,127.28,128.79,133.59,111.43,113.79,0.28,,,,,
15/04/2018,67.39,0,77.63,0,0,127.28,128.79,133.59,111.43,113.79,,,,,,
16/04/2018,67.39,0,77.79,0.16,0.16,127.28,128.79,133.59,111.43,113.79,,,,,,
17/04/2018,66.22,1.17,77.73,0.06,1.11,127.93,129.33,134.21,111.47,114.38,0.59,,,,,
18/04/2018,66.52,0.3,77.83,0.1,0.2,128.51,129.8,134.75,112.04,114.91,0.53,,,,,
19/04/2018,68.47,1.95,77.29,0.54,2.49,128.94,129.98,135.22,112.28,115.3,0.39,,,,,
20/04/2018,68.29,0.18,76.71,0.58,0.4,129.05,130.04,135.4,113.24,115.4,0.1,,,,,
21/04/2018,68.38,0.09,76.72,0.01,0.08,129.15,130.14,135.46,112.94,115.49,0.09,,,,,
22/04/2018,68.38,0,76.71,0.01,0.01,129.15,130.14,135.46,112.94,115.49,,,,,,
23/04/2018,68.38,0,76.05,0.66,0.66,129.15,130.14,135.46,112.94,115.49,,,,,,
24/04/2018,68.64,0.26,76.02,0.03,0.29,129.31,130.46,135.56,113.26,115.63,0.14,,,,,
25/04/2018,67.7,0.94,76.09,0.07,0.87,129.57,130.98,135.88,113.48,115.87,0.24,,,,,
26/04/2018,68.05,0.35,75.53,0.56,0.91,129.57,130.98,135.88,113.48,115.87,,,,,,
27/04/2018,68.19,0.14,75.53,0,0.14,131.05,132.36,137.29,114.42,115.34,Ajste,,,,,
28/04/2018,68.1,0.09,75.8,0.27,0.36,131.74,133.03,137.78,115.03,115.96,0.62,,,,,
29/04/2018,68.1,0,75.8,0,0,131.74,133.03,137.78,115.03,115.96,0.62,,,,,
30/04/2018,68.1,0,75.54,0.26,0.26,131.74,133.03,137.78,115.03,115.96,0.62,,,,,
1/05/2018,68.57,0.47,74.89,0.65,1.12,132.29,133.67,138.46,115.63,116.46,0.5,,,,,
2/05/2018,67.25,1.32,74.9,0.01,1.33,132.84,134.03,139.09,115.93,116.96,0.5,,,,,
3/05/2018,67.93,0.68,75.29,0.39,0.29,133.1,134.14,139.46,116.2,117.2,0.24,,,,,
4/05/2018,68.43,0.5,75.16,0.13,0.63,133.13,134.3,139.56,116.5,117.23,0.03,,,,,
5/05/2018,69.72,1.29,75.41,0.25,1.04,133.42,134.34,139.73,116.72,117.49,0.26,,,,,
6/05/2018,69.72,0,75.39,0.02,0.02,133.42,134.34,139.73,116.72,117.49,,,,,,
7/05/2018,69.72,0,75.09,0.3,0.3,133.42,134.34,139.73,116.72,117.49,,,,,,
8/05/2018,70.73,1.01,74.59,0.5,1.51,133.55,134.12,139.77,116.69,117.61,0.12,,,,,
9/05/2018,69.06,1.67,74.59,0,1.67,133.42,134.68,139.54,117,117.49,0.12,,,,,
10/05/2018,71.14,2.08,74.82,0.23,1.85,133.88,135,140.1,117.23,117.91,0.42,,,,,
11/05/2018,71.36,0.22,75.39,0.57,0.35,134.27,135.78,140.42,117.75,118.26,0.35,,,,,
12/05/2018,70.7,0.66,75.41,0.02,0.68,134.98,136.63,141.21,118.33,118.91,0.65,,,,,
13/05/2018,70.7,0,75.41,0,0,134.98,136.63,141.21,118.33,118.91,,,,,,
14/05/2018,70.7,0,75.26,0.15,0.15,134.98,136.63,141.21,118.33,118.91,,,,,,
15/05/2018,70.96,0.26,75.2,0.06,0.32,135.75,137.44,142.06,118.72,119.61,0.7,,,,,
16/05/2018,71.31,0.35,74.8,0.4,0.75,136.55,137.68,142.87,119.05,120.34,0.73,,,,,
17/05/2018,71.49,0.18,75.11,0.31,0.49,136.8,138.33,143.1,119.74,120.56,0.22,,,,,
18/05/2018,71.49,0,75.08,0.03,0.03,137.42,138.46,143.76,120.17,121.13,0.57,,,,,
19/05/2018,71.28,0.21,75.07,0.01,0.2,137.6,138.77,143.88,120.73,121.29,0.16,,,,,
20/05/2018,71.28,0,75.1,0.03,0.03,137.6,138.77,143.88,120.73,121.29,,,,,,
21/05/2018,71.28,0,75.21,0.11,0.11,137.6,138.77,143.88,120.73,121.29,,,,,,
22/05/2018,72.24,0.96,76,0.79,0.17,137.96,139.38,144.19,121.06,121.62,0.33,,,,,
23/05/2018,72.13,0.11,75.59,0.41,0.3,138.59,139.95,144.8,121.26,122.19,0.57,,,,,
24/05/2018,71.84,0.29,75.77,0.18,0.47,139.16,140.01,145.37,121.51,122.71,0.52,,,,,
25/05/2018,70.71,1.13,75.53,0.24,0.89,139.27,140.09,145.43,121.75,122.81,0.1,,,,,
26/05/2018,67.88,2.83,75.53,0,2.83,139.24,140.03,145.51,121.83,122.78,0.03,,,,,
27/05/2018,67.88,0,75.53,0,0,139.24,140.03,145.51,121.83,122.78,,,,,,
28/05/2018,67.88,0,75.7,0.17,0.17,139.24,140.03,145.51,121.83,122.78,,,,,,
29/05/2018,67.88,0,75.47,0.23,0.23,139.11,139.57,145.45,121.71,122.66,0.12,,,,,
30/05/2018,66.73,1.15,75.47,0,1.15,138.61,138.78,144.99,121.2,122.21,0.45,,,,,
31/05/2018,68.21,1.48,65.67,0.2,1.28,137.86,138.6,144.2,121.14,121.53,0.68,,,,,
1/06/2018,67.04,1.17,75.7,0.03,1.2,137.26,138.02,144.03,120.72,120.98,0.55,,,,,
2/06/2018,65.81,1.23,76.98,1.28,0.05,136.94,137.5,143.45,120.49,120.69,0.29,,,,,
3/06/2018,65.81,0,75.68,1.3,1.3,136.94,137.5,143.45,120.49,120.69,,,,,,
4/06/2018,65.81,0,76.49,0.81,0.81,136.94,137.5,143.45,120.49,120.69,,,,,,
5/06/2018,64.75,1.06,74.28,2.21,1.15,136.52,137.2,142.92,120.14,120.31,0.38,,,,,
6/06/2018,65.52,0.77,75.88,1.6,0.83,136.26,137.07,142.62,119.73,120.07,0.24,,,,,
7/06/2018,64.73,0.79,76.24,0.36,1.15,136.18,136.59,142.49,119.06,120,0.07,,,,,
8/06/2018,65.95,1.22,76.47,0.23,0.99,135.8,135.96,142,118.54,119.65,0.35,,,,,
9/06/2018,65.74,0.21,76.02,0.45,0.24,135.21,135.16,141.38,118.17,119.12,0.53,,,,,
10/06/2018,65.74,0,75.92,0.1,0.1,135.21,135.16,141.38,118.17,119.12,,,,,,
11/06/2018,65.74,0,76.1,0.18,0.18,135.21,135.16,141.38,118.17,119.12,,,,,,
12/06/2018,66.1,0.36,75.74,0.36,0.72,135.21,134.8,141.38,118.17,119.12,,,,,,
13/06/2018,66.36,0.26,75.8,0.06,0.2,134.1,134.63,140.22,117.58,118.11,1.01,,,,,
14/06/2018,66.64,0.28,74.79,1.01,1.29,133.9,134.77,140.05,117.39,117.93,0.18,,,,,
15/06/2018,66.89,0.25,74.45,0.34,0.59,134.1,134.93,140.18,117.21,118.11,0.18,,,,,
16/06/2018,65.06,1.83,74.38,0.07,1.76,134.13,135.39,140.35,117.34,118.14,0.03,,,,,
17/06/2018,65.06,0,74.4,0.02,0.02,134.13,135.39,140.35,117.34,118.14,,,,,,
18/06/2018,65.06,0,74.24,0.16,0.16,134.13,135.39,140.35,117.34,118.14,,,,,,
19/06/2018,65.85,0.79,73.8,0.44,1.23,134.51,135.69,140.81,117.57,118.48,0.34,,,,,
20/06/2018,65.47,0.38,73.68,0.12,0.26,134.76,135.03,141.11,117.47,118.71,0.23,,,,,
21/06/2018,66.22,1.15,73.81,0.13,1.02,134.41,134.85,140.44,117.57,118.39,0.32,,,,,
22/06/2018,65.54,0.68,74.42,0.61,1.29,134.2,134.98,140.26,117.6,118.29,0.1,,,,,
23/06/2018,68.58,3.04,74.43,0.01,3.03,134.52,134.5,140.41,117.47,118.49,0.2,,,,,
24/06/2018,68.58,0,74.41,0.02,0.02,134.52,134.5,140.41,117.47,118.49,,,,,,
25/06/2018,68.58,0,74.13,0.28,0.28,134.52,134.5,140.41,117.47,118.49,,,,,,
26/06/2018,68.08,0.5,73.92,0.21,0.29,134.22,134.55,139.92,117.26,118.22,0.27,,,,,
27/06/2018,70.53,2.45,73.43,0.49,2.94,133.74,134.85,139.97,117.22,117.78,0.44,,,,,
28/06/2018,72.73,2.2,73.51,0.08,2.12,133.97,134.67,140.27,116.92,117.99,0.21,,,,,
29/06/2018,73.45,0.72,74,0.49,0.23,133.85,134.68,140.09,117.21,117.88,0.11,,,,,
30/06/2018,74.15,0.7,74.05,0.05,0.65,133.82,135.24,140.09,117.51,117.85,0.03,,,,,
1/07/2018,74.15,0,74.02,0.03,0.03,134.09,135.24,140.15,117.76,118.1,0.25,,,,,
2/07/2018,74.15,0,73.39,0.63,0.63,134.09,135.24,140.15,117.76,118.1,,,,,,
3/07/2018,73.94,0.21,73.86,0.47,0.68,134.41,135.82,140.72,118.07,118.39,0.29,,,,,
4/07/2018,74.14,0.2,73.83,0.03,0.23,135.04,136.3,141.29,118.44,118.96,0.57,,,,,
5/07/2018,74.14,0,73.88,0.05,0.05,135.52,136.74,141.78,118.77,119.4,0.44,,,,,
6/07/2018,72.94,1.2,74.3,0.42,1.62,135.99,136.92,142.22,119.08,119.83,0.43,,,,,
7/07/2018,73.8,0.86,74.31,0.01,0.85,136.26,136.94,142.4,119.43,120.07,0.24,,,,,
8/07/2018,73.8,0,74.3,0.01,0.01,136.26,136.94,142.4,119.43,120.07,,,,,,
9/07/2018,73.8,0,74.67,0.37,0.37,136.26,136.94,142.4,119.43,120.07,,,,,,
10/07/2018,73.85,0.05,74.46,0.21,0.26,136.25,136.95,142.42,119.64,120.06,0.01,,,,,
11/07/2018,74.11,0.26,73.69,0.77,1.03,136.2,136.86,142.42,119.61,120.02,0.04,,,,,
12/07/2018,70.38,3.73,74.07,0.38,4.11,136.22,137.1,142.33,119.63,120.04,0.02,,,,,
13/07/2018,70.33,0.05,74.21,0.14,0.19,136.39,137.2,142.58,119.64,120.19,0.15,,,,,
14/07/2018,71.01,0.68,74.25,0.04,0.64,136.41,136.78,142.67,119.44,120.21,0.02,,,,,
15/07/2018,71.01,0,74.23,0.02,0.02,136.41,136.78,142.67,119.44,120.21,,,,,,
16/07/2018,71.01,0,74.21,0.02,0.02,136.41,136.78,142.67,119.44,120.21,,,,,,
17/07/2018,68.06,2.95,73.88,0.33,2.62,136.03,136.12,142.25,119.04,119.86,0.35,,,,,
18/07/2018,68.08,0.02,74,0.12,0.1,135.34,135.78,141.6,118.76,119.24,0.62,,,,,
19/07/2018,68.76,0.68,73.56,0.44,1.32,134.97,134.76,141.25,118.19,118.9,0.34,,,,,
20/07/2018,69.46,0.7,74.17,0.61,0.09,134.01,133.89,140.24,117.62,118.03,0.87,,,,,
21/07/2018,70.46,1,74.28,0.11,0.89,133.12,133.55,139.37,117.08,117.22,0.75,,,,,
22/07/2018,70.46,0,74.29,0.01,0.01,133.12,133.55,139.37,117.08,117.22,,,,,,
23/07/2018,70.46,0,73.82,0.47,0.47,133.12,133.55,139.37,117.08,117.22,,,,,,
24/07/2018,67.89,2.57,74.2,0.38,2.95,132.77,133.82,139.03,116.75,116.9,0.32,,,,,
25/07/2018,68.52,0.63,74.6,0.4,0.23,133.05,133.73,139.3,116.74,117.15,0.25,,,,,
26/07/2018,69.3,0.78,73.78,0.82,1.55,132.9,134.28,139.21,116.95,117.02,0.13,,,,,
27/07/2018,69.61,0.31,74.02,0.24,0.07,133.41,134.99,139.76,117.07,117.48,0.46,,,,,
28/07/2018,68.69,0.92,74.01,0.01,0.91,134.1,135.71,140.47,117.57,118.11,0.63,,,,,
29/07/2018,68.69,0,74.02,0.01,0.01,134.1,135.71,140.47,117.57,118.11,,,,,,
30/07/2018,68.69,0,74.01,0.01,0.01,134.1,135.71,140.47,117.57,118.11,,,,,,
31/07/2018,70.13,1.44,74.31,0.3,1.14,134.76,136.2,141.19,118.22,118.71,0.6,,,,,
1/08/2018,,,,,,135.56,,,,,,,,,,
2/08/2018,,,,,,136.09,,,,,,,,,,
3/08/2018,,,,,,136.4,,,,,,,,,,
4/08/2018,,,,,,136.36,,,,,,,,,,
5/08/2018,,,,,,136.36,,,,,,,,,,
6/08/2018,,,,,,136.36,,,,,,,,,,
7/08/2018,,,,,,135.98,,,,,,,,,,
8/08/2018,,,,,,135.71,,,,,,,,,,
9/08/2018,,,,,,135.61,,,,,,,,,,
10/08/2018,,,,,,135.67,,,,,,,,,,
11/08/2018,,,,,,135.99,,,,,,,,,,
12/08/2018,,,,,,135.99,,,,,,,,,,
13/08/2018,,,,,,135.99,,,,,,,,,,
14/08/2018,,,,,,136.53,,,,,,,,,,
15/08/2018,,,,,,136.43,,,,,,,,,,
16/08/2018,,,,,,136.72,,,,,,,,,,
17/08/2018,,,,,,136.96,,,,,,,,,,
18/08/2018,,,,,,137.06,,,,,,,,,,
19/08/2018,,,,,,137.06,,,,,,,,,,
20/08/2018,,,,,,137.06,,,,,,,,,,
21/08/2018,,,,,,136.98,,,,,,,,,,
22/08/2018,,,,,,137.29,,,,,,,,,,
23/08/2018,,,,,,137.12,,,,,,,,,,
24/08/2018,,,,,,136.75,,,,,,,,,,
25/08/2018,,,,,,136.47,,,,,,,,,,
26/08/2018,,,,,,136.47,,,,,,,,,,
27/08/2018,,,,,,136.47,,,,,,,,,,
28/08/2018,,,,,,136.83,,,,,,,,,,
29/08/2018,,,,,,137.59,,,,,,,,,,
30/08/2018,,,,,,138.2,,,,,,,,,,
31/08/2018,,,,,,139.03,,,,,,,,,,
1/09/2018,69.8,0,71.93,0.01,0.01,139.77,141.35,146.26,122.52,123.26,..67,,,,,
2/09/2018,69.8,0,71.91,0.02,0.02,139.77,141.35,146.26,122.52,123.26,,,,,,
3/09/2018,69.8,0,72.28,0.37,0.37,139.77,141.35,146.26,122.52,123.26,,,,,,
4/09/2018,69.87,0.07,72.1,0.18,0.25,140.39,141.71,146.89,123.3,123.83,0.57,,,,,
5/09/2018,69.87,0,71.93,0.17,0.17,140.67,142.53,147.26,124.06,124.08,0.25,,,,,
6/09/2018,68.72,1.15,71.98,0.05,1.2,141.58,143.38,148.08,124.64,124.91,0.83,,,,,
7/09/2018,67.75,0.97,71.13,0.85,0.12,142.54,144.06,148.93,125.14,125.78,0.87,,,,,
8/09/2018,67.75,0,71.1,0.03,0.03,143.31,144.32,149.61,125.46,126.48,0.7,,,,,
9/09/2018,67.75,0,71.1,0,0,143.31,144.32,149.61,125.46,126.48,,,,,,
10/09/2018,67.75,0,71.14,0.04,0.04,143.31,144.32,149.61,125.46,126.48,,,,,,
11/09/2018,67.54,0.21,71.18,0.04,0.25,143.58,144.44,149.87,125.78,126.73,0.25,,,,,
12/09/2018,69.25,1.71,71.68,0.5,1.21,143.61,144.46,149.99,126.13,126.75,0.02,,,,,
13/09/2018,70.37,1.12,71.93,0.25,0.87,143.61,144.25,150.01,126.4,126.75,0,,,,,
14/09/2018,68.59,1.78,71.51,42,1.36,143.4,144.58,149.8,126.52,126.56,0.19,,,,,
15/09/2018,68.99,0.4,71.56,0.05,0.35,143.7,144.7,150.14,126.36,126.84,0.28,,,,,
16/09/2018,68.99,0,71.54,0.02,0.02,143.7,144.7,150.14,126.36,126.84,,,,,,
17/09/2018,68.99,0,71.55,0.01,0.01,143.7,144.7,150.14,126.36,126.84,,,,,,
18/09/2018,68.91,0.08,72.18,0.63,0.71,143.9,144.72,150.25,126.29,127.02,0.18,,,,,
19/09/2018,69.85,0.94,72.65,0.47,0.47,144.07,144.51,150.27,126.34,127.17,0.15,,,,,
20/09/2018,71.12,1.27,72.9,0.25,1.02,143.89,144.08,150.06,126.4,127.01,0.16,,,,,
21/09/2018,70.8,0.32,72.96,0.06,0.38,143.58,143.65,149.63,126.28,126.73,0.28,,,,,
22/09/2018,70.78,0.02,72.82,0.14,0.12,143.23,143.63,149.19,126.22,126.41,0.28,,,,,
23/09/2018,70.78,0,72.69,0.13,0.13,143.23,143.63,149.19,126.22,126.41,,,,,,
24/09/2018,70.78,0,72.53,0.16,0.16,143.23,143.63,149.19,126.22,126.41,,,,,,
25/09/2018,72.08,1.3,72.51,0.02,1.32,143.17,143.67,149.18,125.96,126.35,0.06,,,,,
26/09/2018,72.28,0.2,72.6,0.09,0.11,143.2,143.94,149.22,125.99,126.38,0.03,,,,,
27/09/2018,71.57,0.71,72.04,0.56,0.15,143.39,144.73,149.48,126.36,126.55,0.17,,,,,
28/09/2018,72.12,0.55,72.22,0.18,0.37,144,145.34,150.28,126.73,127.11,0.56,,,,,
29/09/2018,73.25,1.13,72.24,0.02,1.11,144.58,145.99,150.9,127.25,127.64,0.53,,,,,
30/09/2018,73.25,0,72.25,0.01,0.01,144.58,145.99,150.9,127.25,127.64,,,,,,
1/10/2018,73.25,0,72.24,0.01,0.01,144.58,145.99,150.9,127.25,127.64,,,,,,
2/10/2018,75.3,2.05,71.88,0.36,2.41,145.21,146.7,150.9,127.71,128.21,0.57,,,,,
